Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,192046256,United States,2021,1300,Finance,Blank Checks
MCAAW,Mountain & Co. I Acquisition Corp. Warrant,0,United States,2021,2850,Finance,Blank Checks
MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,118940360,United States,2022,602,Miscellaneous,Other Pharmaceuticals
MCACR,Monterey Capital Acquisition Corporation Rights,0,United States,2022,100,Consumer Discretionary,Other Specialty Stores
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,78144550,United States,2021,44,Industrials,Consumer Electronics/Appliances
MCAFR,Mountain Crest Acquisition Corp. IV Rights,0,United States,2021,100,Finance,Blank Checks
MCAGR,Mountain Crest Acquisition Corp. V Right,0,United States,2021,56600,Finance,Blank Checks
MCBC,Macatawa Bank Corporation Common Stock,360478706,United States,,87884,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,442231787,United States,2019,28937,Finance,Major Banks
MCFT,MasterCraft Boat Holdings Inc. Common Stock,571152487,United States,2015,251405,Consumer Discretionary,Recreational Games/Products/Toys
MCHP,Microchip Technology Incorporated Common Stock,45078124364,United States,1993,3771865,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,76433501,United States,2004,8662,Consumer Discretionary,Business Services
MCLD,mCloud Technologies Corp. Common Shares,17749138,Canada,,53549,,
MCLDP,mCloud Technologies Corp. 9.0% Series A Cumulative Perpetual Preferred Shares,0,Canada,,7,,
MCRB,Seres Therapeutics Inc. Common Stock,758763703,United States,2015,1861129,Health Care,Biotechnology: Pharmaceutical Preparations
MCRI,Monarch Casino & Resort Inc. Common Stock,1404530807,United States,1993,78609,Consumer Discretionary,Movies/Entertainment
MCVT,Mill City Ventures III Ltd. Common Stock,,United States,,1101,Finance,Finance: Consumer Services
MDB,MongoDB Inc. Class A Common Stock,15143095706,United States,2017,1005937,Technology,Retail: Computer Software & Peripheral Equipment
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,4382781344,United States,2007,426555,Health Care,Biotechnology: Pharmaceutical Preparations
MDGS,Medigus Ltd. American Depositary Shares,6832493,Israel,,11014,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd. Series C Warrant,0,Israel,,2624,Health Care,Medical/Dental Instruments
MDIA,Mediaco Holding Inc. Class A Common Stock ,8799610,United States,,4991,Consumer Discretionary,Broadcasting
MDJH,MDJM LTD Ordinary Share,17461230,China,2019,255,Finance,Real Estate
MDLZ,Mondelez International Inc. Class A Common Stock,92473103568,United States,,8566082,Consumer Staples,Meat/Poultry/Fish
MDNA,Medicenna Therapeutics Corp. Common Shares,38850744,Canada,,16552,Health Care,Pharmaceuticals and Biotechnology
MDRR,Medalist Diversified REIT Inc. Common Stock,12613072,United States,2018,30149,Real Estate,Real Estate Investment Trusts
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,0,United States,,205,Real Estate,Real Estate Investment Trusts
MDRX,Veradigm Inc. Common Stock,1460803205,United States,,1745397,Technology,EDP Services
MDVL,MedAvail Holdings Inc. Common Stock,24646070,Canada,,51644,Consumer Staples,Retail-Drug Stores and Proprietary Stores
MDWD,MediWound Ltd. Ordinary Shares,104745002,Israel,2014,22602,Health Care, Medicinal Chemicals and Botanical Products 
MDWT,Midwest Holding Inc. Common Stock,64195747,United States,,319,Finance,Life Insurance
MDXG,MiMedx Group Inc Common Stock,405795399,United States,,509739,Health Care,Biotechnology: Pharmaceutical Preparations
MDXH,MDxHealth SA American Depositary Shares,75709708,Belgium,2021,96824,,
ME,23andMe Holding Co. Class A Common Stock,1042528057,United States,,1386793,Health Care,Precision Instruments
MEDP,Medpace Holdings Inc. Common Stock,5730307028,United States,2016,314404,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,TRxADE HEALTH Inc. Common Stock,2956875,United States,,52812,Technology,Interactive Media
MEGL,Magic Empire Global Limited Ordinary Shares,32000000,Hong Kong,2022,168121,Finance,Finance: Consumer Services
MEIP,MEI Pharma Inc. Common Stock,33341868,United States,2003,741124,Health Care,Biotechnology: Pharmaceutical Preparations
MEKA,MELI Kaszek Pioneer Corp Class A Ordinary Shares,304681250,United States,2021,1053,Finance,Blank Checks
MELI,MercadoLibre Inc. Common Stock,61380893315,Argentina,2007,419902,Consumer Discretionary,Catalog/Specialty Distribution
MEOA,Minority Equality Opportunities Acquisition Inc. Class A Common Stock,46176042,United States,2021,1,Industrials,Consumer Electronics/Appliances
MEOAU,Minority Equality Opportunities Acquisition Inc. Units,0,United States,2021,600,Industrials,Consumer Electronics/Appliances
MEOAW,Minority Equality Opportunities Acquisition Inc. Warrants,0,United States,2021,100,Industrials,Consumer Electronics/Appliances
MEOH,Methanex Corporation Common Stock,3231265799,Canada,,210379,,
MERC,Mercer International Inc. Common Stock,653070175,Canada,,293076,Basic Materials,Paper
MESA,Mesa Air Group Inc. Common Stock,90542169,United States,2018,440420,Consumer Discretionary,Air Freight/Delivery Services
MESO,Mesoblast Limited American Depositary Shares,453732242,Australia,2015,75226,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
META,Meta Platforms Inc. Class A Common Stock,5.24128E+11,United States,2012,31826952,Technology,Internet and Information Services
METC,Ramaco Resources Inc. Common Stock,384300024,United States,2017,800547,Energy,Coal Mining
METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,0,United States,,2636,Energy,Coal Mining
METX,Meten Holding Group Ltd. Ordinary Shares,4995583,China,,234318,Real Estate,Other Consumer Services
METXW,Meten Holding Group Ltd. Warrant,0,China,,2405,Real Estate,Other Consumer Services
MF,Missfresh Limited American Depositary Shares,10528066,China,2021,33961,Consumer Discretionary,Other Specialty Stores
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,14716743,China,2015,93043,Technology,EDP Services
MFIC,MidCap Financial Investment Corporation Common Stock,713419813,United States,2004,255890,Finance,Finance/Investors Services
MFIN,Medallion Financial Corp. Common Stock,183193434,United States,,60028,Finance,Diversified Financial Services
MGAM,Mobile Global Esports Inc. Common Stock,15520411,United States,2022,113971,Technology,EDP Services
MGEE,MGE Energy Inc,2703211908,United States,,159210,Utilities,Power Generation
MGI,Moneygram International Inc. Common Stock,995379373,United States,,11598713,Consumer Discretionary,Business Services
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,666192756,Israel,1991,23224,Technology,Computer Software: Prepackaged Software
MGNI,Magnite Inc. Common Stock,1264487117,United States,,1061835,Consumer Discretionary,Advertising
MGNX,MacroGenics Inc. Common Stock,437703574,United States,2013,802236,Health Care,Biotechnology: Pharmaceutical Preparations
MGOL,MGO Global Inc. Common Stock,13414230,United States,2023,390504,Consumer Discretionary,Advertising
MGPI,MGP Ingredients Inc.,2092732525,United States,,145312,Consumer Staples,Beverages (Production/Distribution)
MGRC,McGrath RentCorp Common Stock,2294388075,United States,1984,103395,Consumer Discretionary,Diversified Commercial Services
MGRX,Mangoceuticals Inc. Common Stock,,United States,2023,703305,Technology,Computer Software: Prepackaged Software
MGTA,Magenta Therapeutics Inc. Common Stock,45410584,United States,2018,171357,Health Care,Biotechnology: Pharmaceutical Preparations
MGTX,MeiraGTx Holdings plc Ordinary Shares,266624650,United States,2018,100828,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGYR,Magyar Bancorp Inc. Common Stock,74374562,United States,2006,4172,Finance,Major Banks
MHLD,Maiden Holdings Ltd.,297380718,Bermuda,2008,475806,Finance,Property-Casualty Insurers
MHUA,Meihua International Medical Technologies Co. Ltd. Ordinary Shares,295659000,China,2022,47173,Health Care,Medical Specialities
MICS,The Singing Machine Company Inc. Common Stock,6716442,United States,,26932,Consumer Staples,Diversified Electronic Products
MIDD,Middleby Corporation (The) Common Stock,7572251347,United States,,657127,Industrials,Diversified Manufacture
MIGI,Mawson Infrastructure Group Inc. Common Stock,49095858,Australia,,241632,Finance,Investment Bankers/Brokers/Service
MIND,MIND Technology Inc. Common Stock (DE),6204932,United States,1994,32781,Industrials,Industrial Machinery/Components
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),0,United States,,5438,Industrials,Industrial Machinery/Components
MINM,Minim Inc. Common Stock,6250866,United States,,5621158,Consumer Discretionary,Telecommunications Equipment
MIRM,Mirum Pharmaceuticals Inc. Common Stock,850968370,United States,2019,144968,Health Care,Biotechnology: Pharmaceutical Preparations
MIRO,Miromatrix Medical Inc. Common Stock,32088093,United States,2021,35196,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MIST,Milestone Pharmaceuticals Inc. Common Shares,118286707,Canada,2019,98283,Health Care,Pharmaceuticals and Biotechnology
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,191437500,United States,2021,1321,Finance,Blank Checks
MITAU,Coliseum Acquisition Corp. Unit,0,United States,2021,1600,Finance,Blank Checks
MITK,Mitek Systems Inc. Common Stock,403464274,United States,,338702,Technology,Computer Software: Prepackaged Software
MKSI,MKS Instruments Inc. Common Stock,5775447907,United States,1999,600136,Industrials,Industrial Machinery/Components
MKTW,MarketWise Inc. Class A Common Stock,57584953,United States,,32435,Technology,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings Inc. Common Stock,14471358444,United States,2004,352009,Finance,Investment Bankers/Brokers/Service
MKUL,Molekule Group Inc. Common Stock,46250180,United States,2021,118214,Utilities,Environmental Services
MLAB,Mesa Laboratories Inc. Common Stock,930929279,United States,,53482,Industrials,Industrial Machinery/Components
MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,43063814,Hong Kong,2020,102,Finance,Blank Checks
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,5341065876,Hong Kong,2006,3472995,Consumer Discretionary,Hotels/Resorts
MLEC,Moolec Science SA Ordinary Shares,237162791,Luxembourg,,444818,Finance,Blank Checks
MLECW,Moolec Science SA Warrant,0,Luxembourg,,74246,,
MLGO,MicroAlgo Inc. Ordinary Shares,90783381,United States,2021,119995,Technology,EDP Services
MLKN,MillerKnoll Inc. Common Stock,1573722485,United States,,610746,Consumer Discretionary,Wholesale Distributors
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,1159951453,United States,2020,466521,Health Care,Biotechnology: Pharmaceutical Preparations
MLVF,Malvern Bancorp Inc. Common Stock,121803547,United States,2008,16625,Finance,Banks
MLYS,Mineralys Therapeutics Inc. Common Stock,563587503,United States,2023,293813,Health Care,Biotechnology: Pharmaceutical Preparations
MMAT,Meta Materials Inc. Common Stock,207568028,United States,,7815822,Technology,Semiconductors
MMLP,Martin Midstream Partners L.P. Limited Partnership,100623443,United States,2002,23372,Energy,Oil Refining/Marketing
MMMB,MamaMancini's Holdings Inc. Common Stock,64645785,United States,,65922,Consumer Staples,Farming/Seeds/Milling
MMSI,Merit Medical Systems Inc. Common Stock,4030463068,United States,,286056,Health Care,Medical/Dental Instruments
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,32189619,Hong Kong,2021,172154,,
MMVWW,MultiMetaVerse Holdings Limited Warrant,0,Hong Kong,2021,1307,,
MMYT,MakeMyTrip Limited Ordinary Shares,2639217977,India,2010,161968,Consumer Discretionary,Other Consumer Services
MNDO,MIND C.T.I. Ltd. Ordinary Shares,40409695,Israel,,169566,Technology,EDP Services
MNDY,monday.com Ltd. Ordinary Shares,6214333290,Israel,2021,492175,Technology,Computer Software: Prepackaged Software
MNKD,MannKind Corporation Common Stock,1081733887,United States,2004,1760402,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares,110834860,Canada,,406885,Health Care,Pharmaceuticals and Biotechnology
MNOV,Medicinova Inc Common Stock,99073417,United States,,12321,Health Care,Biotechnology: Pharmaceutical Preparations
MNPR,Monopar Therapeutics Inc. Common Stock,29417725,United States,2019,2834,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro Inc. Common Stock,1510478495,United States,1991,354101,,
MNSB,MainStreet Bancshares Inc. Common Stock,174011331,United States,,10104,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,0,United States,,3431,Finance,Major Banks
MNST,Monster Beverage Corporation,54191380320,United States,,1734228,Consumer Staples,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,1189038479,United States,2021,434767,Utilities,Power Generation
MNTS,Momentus Inc. Class A Common Stock,46290762,United States,2019,430088,,
MNTSW,Momentus Inc. Warrant,0,United States,2019,16990,,
MNTV,Momentive Global Inc. Common Stock,1386322193,United States,2018,5189088,Technology,EDP Services
MNTX,Manitex International Inc. Common Stock,106138877,United States,,24560,Technology,Industrial Machinery/Components
MOB,Mobilicom Limited American Depositary Shares,1451641,Israel,2022,59846,Real Estate,Real Estate Investment Trusts
MOBBW,Mobilicom Limited Warrants,57852028,Israel,2022,1622,Real Estate,Real Estate Investment Trusts
MOBQ,Mobiquity Technologies Inc. Common Stock,2557695,United States,,162878,Consumer Discretionary,Advertising
MOBV,Mobiv Acquisition Corp Class A Common Stock,136755840,United States,2022,6206,Industrials,Consumer Electronics/Appliances
MOBVW,Mobiv Acquisition Corp Warrant,0,United States,2022,1200,Industrials,Consumer Electronics/Appliances
MODD,Modular Medical Inc. Common Stock,19677776,United States,,2094,Health Care,Industrial Specialties
MODV,ModivCare Inc. Common Stock,1217451080,United States,2003,137445,,
MOFG,MidWestOne Financial Gp Common Stock,382943676,United States,,65611,Finance,Major Banks
MOGO,Mogo Inc. Common Shares,43893239,Canada,,51901,,
MOLN,Molecular Partners AG American Depositary Shares,214826448,Switzerland,2021,6983,,
MOMO,Hello Group Inc. American Depositary Shares,1639490808,China,2014,2018850,Technology,Computer Software: Prepackaged Software
MOND,Mondee Holdings Inc. Class A Common Stock,1052426839,United States,2021,12521,Consumer Discretionary,Other Consumer Services
MOR,MorphoSys AG American Depositary Shares,545204341,Germany,2018,121877,Health Care,Biotechnology: Pharmaceutical Preparations
MORF,Morphic Holding Inc. Common Stock,1554437647,United States,2019,397556,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar Inc. Common Stock,7974789801,United States,2005,106493,Finance,Advertising
MOTS,Motus GI Holdings Inc. Common Stock,3962843,Israel,2018,13661,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOVE,Movano Inc. Common Stock,49355644,United States,2021,114718,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOXC,Moxian (BVI) Inc Ordinary Shares,14573995,China,,12785,Technology,EDP Services
MPAA,Motorcar Parts  of America Inc. Common Stock,149693914,United States,,404797,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,438139824,United States,,27502,Finance,Major Banks
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,299862500,United States,2021,1,Industrials,Consumer Electronics/Appliances
MPRAU,Mercato Partners Acquisition Corporation Unit,0,United States,2021,1029,Industrials,Consumer Electronics/Appliances
MPWR,Monolithic Power Systems Inc. Common Stock,23480013080,United States,2004,495928,Technology,Semiconductors
MQ,Marqeta Inc. Class A Common Stock,2202214565,United States,2021,14961527,Technology,EDP Services
MRAI,Marpai Inc. Class A Common Stock,17809779,United States,2021,13550,Health Care,Managed Health Care
MRAM,Everspin Technologies Inc. Common Stock,129785469,United States,2016,37484,Technology,Electronic Components
MRBK,Meridian Corporation Common Stock,77166180,United States,2017,33029,Finance,Major Banks
MRCC,Monroe Capital Corporation Common Stock,157514292,United States,2012,82535,Finance,Investment Managers
MRCY,Mercury Systems Inc Common Stock,2810678543,United States,1998,246080,,
MREO,Mereo BioPharma Group plc American Depositary Shares,108112633,United Kingdom,,1028821,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,14714762,United States,,66660,Technology,Computer Software: Prepackaged Software
MRKR,Marker Therapeutics Inc. Common Stock,15030977,United States,,22966,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,29783250,Japan,2020,4528,Consumer Discretionary,Other Consumer Services
MRNA,Moderna Inc. Common Stock,58433849335,United States,2018,3010634,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,309614429,United States,2014,750748,Health Care,Biotechnology: Pharmaceutical Preparations
MRSN,Mersana Therapeutics Inc. Common Stock,447984618,United States,2017,1030450,Health Care,Biotechnology: Pharmaceutical Preparations
MRTN,Marten Transport Ltd. Common Stock,1670160568,United States,1986,555436,Industrials,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,2344937794,United States,,554739,Health Care,Biotechnology: Pharmaceutical Preparations
MRUS,Merus N.V. Common Shares,942726576,Netherlands,2016,152048,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,1865232124,United States,2020,874495,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,35092116000,United States,2000,8798607,Technology,Semiconductors
MSBI,Midland States Bancorp Inc. Common Stock,499391244,United States,2016,225093,Finance,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,0,United States,,119859,Finance,Major Banks
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,734203125,United States,2021,5684,Finance,Blank Checks
MSDAU,MSD Acquisition Corp. Unit,0,United States,2021,16592,Finance,Blank Checks
MSDAW,MSD Acquisition Corp. Warrant,0,United States,2021,301300,Finance,Blank Checks
MSEX,Middlesex Water Company Common Stock,1322541853,United States,,126493,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,2.03796E+12,United States,1986,34558704,Technology,Computer Software: Prepackaged Software
MSGM,Motorsport Games Inc. Class A Common Stock,21645451,United States,2021,58137,,
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,153500500,United States,2022,51,Finance,Blank Checks
MSSAW,Metal Sky Star Acquisition Corporation Warrant,0,United States,2022,200,Finance,Blank Checks
MSTR,MicroStrategy Incorporated Common Stock Class A,3157199189,United States,1998,881099,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,34004594,United States,2018,7517,Finance,Major Banks
MTAC,MedTech Acquisition Corporation Class A Common Stock,83429622,United States,2021,540,Industrials,Consumer Electronics/Appliances
MTACW,MedTech Acquisition Corporation Warrant,0,United States,2021,7500,Industrials,Consumer Electronics/Appliances
MTC,MMTec Inc. Common Shares,51178500,China,2019,1654384,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,10711389165,United States,,3109437,Technology,Computer Software: Programming Data Processing
MTEK,Maris-Tech Ltd. Ordinary Shares,7439271,Israel,2022,27191,,
MTEM,Molecular Templates Inc. Common Stock,19723076,United States,2005,334558,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTEX,Mannatech Incorporated Common Stock,30385935,United States,,1275,Health Care, Medicinal Chemicals and Botanical Products 
MTLS,Materialise NV American Depositary Shares,458332923,Belgium,2014,98256,Technology,Computer Software: Prepackaged Software
MTP,Midatech Pharma PLC American Depositary Shs,2496193,United Kingdom,,65171,Health Care,Biotechnology: Pharmaceutical Preparations
MTRX,Matrix Service Company Common Stock,135998907,United States,1990,270305,Consumer Discretionary,Military/Government/Technical
MTRYU,Monterey Bio Acquisition Corporation Unit,0,United States,2021,100,Industrials,Consumer Electronics/Appliances
MTRYW,Monterey Bio Acquisition Corporation Warrant,0,United States,2021,1500,Industrials,Consumer Electronics/Appliances
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,5076645854,United States,2012,216072,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,770348628,United States,2021,2613342,Technology,Computer Software: Prepackaged Software
MU,Micron Technology Inc. Common Stock,63975681244,United States,,14613706,Technology,Semiconductors
MULN,Mullen Automotive Inc. Common Stock,246356502,United States,,230296562,Consumer Discretionary,Auto Manufacturing
MURF,Murphy Canyon Acquisition Corp. Class A Common Stock,64791532,United States,2022,1,Industrials,Consumer Electronics/Appliances
MVBF,MVB Financial Corp. Common Stock,286807140,United States,,73897,Finance,Savings Institutions
MVIS,MicroVision Inc. Common Stock,351994817,United States,1996,2168932,Industrials,Industrial Machinery/Components
MVLA,Movella Holdings Inc. Common Stock,83439118,United States,2021,217679,Technology,EDP Services
MVLAW,Movella Holdings Inc. Warrant,0,United States,2021,1962,Technology,EDP Services
MVST,Microvast Holdings Inc. Common Stock,386615084,United States,2019,2084298,Industrials,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,0,United States,2019,67018,Industrials,Industrial Machinery/Components
MXCT,MaxCyte Inc. Common Stock,446964848,United States,2021,517016,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MXL,MaxLinear Inc. Common Stock,2800202497,United States,2010,296524,Technology,Semiconductors
MYFW,First Western Financial Inc. Common Stock,190858344,United States,2018,30493,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,1895380956,United States,1995,402302,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYMD,MyMD Pharmaceuticals Inc. Common Stock,74993017,United States,2014,661908,Health Care, Medicinal Chemicals and Botanical Products 
MYNA,Mynaric AG American Depository Shares,129731505,Germany,2021,2369,,
MYNZ,Mainz Biomed N.V. Ordinary Shares,93914465,Germany,2021,49799,Health Care,Biotechnology: Pharmaceutical Preparations
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,498758484,United States,2020,173783,Technology,EDP Services
MYPSW,PLAYSTUDIOS Inc. Warrant,0,United States,2020,505,Technology,EDP Services
MYRG,MYR Group Inc. Common Stock,2000390857,United States,2008,155475,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSZ,My Size Inc. Common Stock,2422914,Israel,,21647,Technology,Retail: Computer Software & Peripheral Equipment
NA,Nano Labs Ltd American Depositary Shares,56884900,China,2022,25852,Technology,Semiconductors
NAAS,NaaS Technology Inc. American Depositary Shares,944443748,China,2017,151229,Consumer Discretionary,Service to the Health Industry
NAII,Natural Alternatives International Inc. Common Stock,55142397,United States,,8732,Consumer Discretionary,Food Distributors
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,1085560672,Netherlands,,8955,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,0,Netherlands,,18241,Health Care,Biotechnology: Pharmaceutical Preparations
NAOV,NanoVibronix Inc. Common Stock,6233481,United States,,14923,Health Care,Industrial Specialties
NARI,Inari Medical Inc. Common Stock,3487435250,United States,2020,1210875,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NATH,Nathan's Famous Inc. Common Stock,295575714,United States,1993,4398,Consumer Discretionary,Restaurants
NATI,National Instruments Corporation Common Stock,6689026253,United States,1995,1440903,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,211982983,United States,,57322,Consumer Staples,Farming/Seeds/Milling
NAUT,Nautilus Biotechnolgy Inc. Common Stock,329270106,United States,2020,327277,Health Care,Biotechnology: Pharmaceutical Preparations
NAVI,Navient Corporation Common Stock,2085200000,United States,,988166,Finance,Finance: Consumer Services
NB,NioCorp Developments Ltd. Common Stock,,United States,,166005,,
NBIX,Neurocrine Biosciences Inc. Common Stock,9314938137,United States,1996,583436,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,291181336,United States,,25247,Finance,Major Banks
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,5239349,Ireland,2015,11354,Health Care,Biotechnology: Pharmaceutical Preparations
NBSE,NeuBase Therapeutics Inc.  Common Stock,6027644,United States,,355198,Health Care,Biotechnology: Pharmaceutical Preparations
NBST,Newbury Street Acquisition Corporation Common Stock,170783450,United States,2021,9064,Industrials,Consumer Electronics/Appliances
NBSTW,Newbury Street Acquisition Corporation Warrants,0,United States,2021,115,Industrials,Consumer Electronics/Appliances
NBTB,NBT Bancorp Inc. Common Stock,1536016205,United States,,308804,Finance,Major Banks
NCAC,Newcourt Acquisition Corp Class A Ordinary Share,96822963,United States,2021,5,Finance,Blank Checks
NCMI,National CineMedia Inc. Common Stock,14476706,United States,2007,6256066,Consumer Discretionary,Advertising
NCNA,NuCana plc American Depositary Share,87167320,United Kingdom,2017,575030,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,2609311291,United States,2020,1601358,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,6476739,United States,,13391,Finance,Investment Managers
NCRA,Nocera Inc. Common Stock,10010632,Taiwan,,15826,Consumer Staples,Packaged Foods
NCSM,NCS Multistage Holdings Inc. Common Stock,50577954,United States,2017,32358,Energy,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,22235272,China,2004,155218,Technology,Computer Software: Prepackaged Software
NDAQ,Nasdaq Inc. Common Stock,26682739721,United States,,2606882,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,225520349,United States,2013,165443,Consumer Discretionary,Restaurants
NDRA,ENDRA Life Sciences Inc. Common Stock,10486957,United States,2017,12270,Health Care,Medical Specialities
NDSN,Nordson Corporation Common Stock,11938337224,United States,,197812,Industrials,Industrial Machinery/Components
NECB,NorthEast Community Bancorp Inc. Common Stock,213618233,United States,2021,173705,Finance,Savings Institutions
NEGG,Newegg Commerce Inc. Common Shares,679418,China,2010,1187122,Consumer Discretionary,Other Specialty Stores
NEO,NeoGenomics Inc. Common Stock,2389657698,United States,,770295,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,4087477492,United States,1989,1641925,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,105305699,Sweden,,69097,Technology,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,76234346,United States,,54630,Consumer Discretionary,Electrical Products
NEOVW,NeoVolta Inc. Warrant,0,United States,,7,Consumer Discretionary,Electrical Products
NEPH,Nephros Inc. Common Stock,11760921,United States,,27521,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,5664565,Canada,,67771,Health Care,Pharmaceuticals and Biotechnology
NERV,Minerva Neurosciences Inc Common Stock,9024926,United States,2014,25828,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,National Energy Services Reunited Corp. Ordinary Shares,464115074,United States,2017,207644,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp. Warrant,0,United States,2017,187,Energy,Oilfield Services/Equipment
NEWT,NewtekOne Inc. Common Stock,312150471,United States,,387570,Finance,Finance/Investors Services
NEWTL,NewtekOne Inc. 5.75% Notes due 2024,0,United States,,523,Finance,Finance/Investors Services
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,0,United States,,4207,,
NEXI,NexImmune Inc. Common Stock,10799087,United States,2021,25779,Health Care,Biotechnology: Pharmaceutical Preparations
NEXT,NextDecade Corporation Common Stock,668511961,United States,2015,1694125,Energy,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),600147473,United States,2007,249939,Finance,Major Banks
NFE,New Fortress Energy Inc. Class A Common Stock,6064771056,United States,2019,1509381,Utilities,Oil/Gas Transmission
NFLX,Netflix Inc. Common Stock,1.36183E+11,United States,2002,4886279,Consumer Discretionary,Consumer Electronics/Video Chains
NFTG,The NFT Gaming Company Inc. Common Stock,15978063,United States,2023,26253,,
NGM,NGM Biopharmaceuticals Inc. Common Stock,322000885,United States,2019,519946,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NGMS,NeoGames S.A. Ordinary Shares,400281308,Israel,2020,42855,Consumer Discretionary,Services-Misc. Amusement & Recreation
